index,category,content
11,家居,设计师 靠墙 摆放 烧烤 下层 庭院 宽阔 方形 区域 设计师 靠墙 摆放 烧烤 旁边 宽阔 空间 中则 摆放 组长 户外 桌椅 日常 烧烤 聚会 衔接 两层 空间 楼梯 空地 利用 一组 铁艺 家具 户外 休闲 聊天 
12,家居,箭牌 色彩 生活 中国 国际 建筑 贸易 展览会 中国 国际 厨房 卫浴 设施 展览会 上海 国际展览中心 全国 优秀 建材 企业 齐聚 产品 技术 理念 卫浴 发布 传播 推广 箭牌 卫浴 瓷砖 中国 一线品牌 本届 展会 消费者 带来 卫浴 理念 箭牌 卫浴 沐浴 厕所 功能 装饰 家居 空间 钻戒 项链 珍珠 专利 展会 上箭牌 展出 几款 产品 卫浴 前提 色彩 生活 炫亮 箭牌 红宝石 系列 色彩 生活 箭牌 首创 室内装饰 卫浴 钻戒 项链 珍珠 专利 箭牌 系列 以色 诱人 精致 创塑 品位 空间 时尚 腓尼基 舒适 体贴 功能 堪称 色艺双绝 改变 饰界观 箭牌 卡莱 系列 设计 亲近 卡莱 系列 姐妹 系列 一款 简约 舒适型 卫浴 新品 简约 直线 设计 牺牲 舒适 代价 卡莱 系列 完美 简约 舒适 兼得 箭牌 卡莱 系列 源于 意大利 设计 唯美 方形 简约 设计 反璞归真 赏心悦目 浴缸 柔和 流畅 线条 配合 人体生理 曲线 设计 喷嘴 无不 带来 体贴 舒适 享受 简约 舒适 兼得 设计 亲近 箭牌 爱琴海 瓷砖 带来 清凉 夏日 感受 箭牌 爱琴海 清新 蓝色 感受 爱琴海 清凉 浪漫 箭牌 爱琴海 系列产品 箭牌 年度 强势 推出 小砖 产品 始终 意大利 原创 设计 产品 上市 感性 设计 独具匠心 工艺 美丽大方 造型 众多 设计师 工程 客户 亲睐 箭牌 爱琴海 色彩 优雅 自然 高贵 性能优越 实在 独有 品质 国内 规格 仿古 雅光 相比 非常容易 清洁 色彩 明亮 组合 效果 变化 多样 精致 上品 意大利 进口 瓷砖 箭牌 瓷砖 性价比 超值 箭牌 瓷砖 爱琴海 卫浴 爱琴海 完美 搭配 卫生间 整体 空间 缺憾 空间 展示 箭牌 上品 瓷砖 
13,家居,德意 电器 温州 永中 专卖店 盛大 开业 中国 近距 吸油烟机 创导 德意 电器 强势 入驻 龙湾 永中 浙江 德意 厨具 有限公司 创业 十几年 发展 核心 竞争能力 全国 现代化 厨卫 生产 基地 跻身 行业 前三强 公司 拥有 总部 四十余 销售 公司 下设 余个 销售 终端 服务 网点 厨房 千篇一律 革新 厨房 与众不同 德意 新天 系列 近吸式 油烟机 独具匠心 飞弧 造型 干净利落 直线 揉合 圆润 饱满 弧线 空间 别具一格 生动 油烟 腾升 过程 会因 升腾 减弱 扩散 扩散 难以 排出 室外 油烟 尚未 扩散 吸尽 德意 新天 系列 近吸型 吸油烟机 首创 国内 近吸型 排烟 结构 传统 吸型 油烟机 相比 进风口 油烟 源头 间距 油烟 扩散 吸走 开业 期间 优惠 惊喜 惊喜 缴纳 现金 领取 现金 抵用券 现场 可抵 现金 惊喜 开业 期间 名进 店者 免费 领取 精美 礼品 一份 惊喜 开业 期间 经典 套餐 油烟机 灶具 超低 惊爆价 回家 限购 惊喜 开业 期间 全额 货款 顾客 抽取 德意 水槽 龙头 套装 先到 先得 抽完 即止 惊喜 开业 期间 全场 折扣 让利 容错过 错过 遗憾 活动 时间 日至 活动 地点 温州 龙湾区 永中 街道 京顺路 上京 家电市场 
14,家居,蒙娜丽莎 张旗康 做好 芝麻 张旗康 蒙娜丽莎 陶瓷 公司 话题 谈谈 观点 家居 产业 房地产 产业 一小块 建筑 陶瓷 行业 一小 家居 行业 房地产业 行业 大象 老鼠 关系 房地产 产业 家居 观点 房地产 拥有 西瓜 思考 芝麻 房地产 牛圈 牛栏 需不需要 思考 那条 绳子 绳子 芝麻 工作 传统 家居 行业 地板 陶瓷 一块 十几二十年 专业 房地产 老大 房地产 产业 上下游 整合 总导演 角色 做好 芝麻 牛绳 牢固 房地产商 刚刚 谈到 第一个 集团 采购 发展商 成本 控制 意义 谈到 集团 采购 房地产 集团 全国 布局 局限 原有 起家 城市 走向 全国 迈向 国门 房地产 集团 采购 无可非议 成本 会降 昨天晚上 吃饭 聊天 厦门 三江 集团 蒙娜丽莎 瓷砖 蒙娜丽莎 瓷砖 在此之前 厦门 客户 对接 终端 门面 租金 装修 一帮 员工 物流 仓库 配套 无形之中 物流 一块 市场 一块 高额 成本 一块 厂家 经销商 地产商 厂家 对接 终端 经销商 门面 门面 仓库 服务 地产 厂家 签约 成本 肯定 回到 刚刚 这是 矛盾 地产商 西瓜 不想 芝麻 解决 矛盾 我要 降低成本 地产商 不想 解决 事情 麻烦 今天上午 演讲 马可波罗 谈到 生活空间 生活空间 不单是 陶瓷 建筑材料 囊括 小到 灯泡 涂料 地板 瓷砖 卫浴 的的确确 他系 总体 思考 引出 降低成本 企业 阳光 采购 双赢 主题 共赢 运作 机会 企业 股东 董事 房地产 高管 董事长 总经理 见面 机会 三江 集团 昨天晚上 机会 这辈子 不到 董事长 机会 协和 新浪 乐居 搭建 平台 这是 第一次 论坛 希望 论坛 开得 实质 房地产 高管 家居 产业 高管 沟通 机会 参加 会议 家居 产业 房地产 选择 目标 对象 互联网 新浪 乐居 资讯 参会 家居 产业 企业 代表 所处 行业 影响力 产品 口碑 互联网 透明 选择 对象 战略 联盟 万科 持续 签约 一签 碧桂园 招商 中海 保利 回过头来 上市公司 出动 地产界 阳光 采购 上市公司 非上市 公司 采购部 采购 人员 包括 涉及 地产 设计 维护 公司 利益 一块 欣赏 大自然 老板 一句 专业 专业 室内空间 生活 设计 设计 专业 水平 发挥 提高 购买者 美学 价值 地产 设计 采购 部门 拥有 工作 权利 灰色收入 一块 这样的话 精力 放在 灰色收入 一块 远大于 公司 岗位 收入 打着 专业 招牌 勾当 坦白讲 家居 产业 企业 中标 很惨 房地产 古罗马 斗兽场 看台 达官贵人 招标 斗兽场 斗士 打败 那根 长矛 投标 成立 很惨 利润 折旧 搭进去 采购 机构 设计 一块 灰色 企业 艰难 只能 一次性 买卖 工作 一页 楼盘 东西 当饭 利润 折旧 企业 长期 万通 三江 提出 理念 提供 最具 价值 生活空间 值得 家居 产业 思考 希望 传统 制造 锤子 买卖 房地产 开发商 紧张 产品 品质 稳定 房地产 精装修 产品 消费者 消费者 带来 一种 价值 感受 价值 体验 不单是 房地产 开发商 息息相关 建立 一种 阳光 通道 打开门 企业 企业 管好 薪酬 激励机制 这方面 工作 做好 建立 监察 制度 企业 涉足 灰色 一块 事情 做好 这是 一种 企业 责任 更是 一种 社会 责任 消费者 掏腰包 角度 打工 掏腰包 做好 服务 消费者 价值 体验 价值 感受 价值 需求 房地产 开发商 家居 产业 企业 供应商 面对 思考 消费者 价值 感受 需求 企业 金融 理念 老板 员工 体现 行中 提供 产品 可靠 合作 长远 嘉宾 主持 江书平 张总讲 
15,家居,重庆市 红木家具 销售价 普涨 下跌 迹象 昨日 记者 走访 我市 多家 红木家具 销售商 获悉 原材料 价格上涨 因素 我市 红木家具 价格 半年 程度 上涨 涨幅 越南 黄花梨 终端 销售价 前段时间 媒体 外地 红木家具 价格 下跌 重庆 市场 下跌 迹象 红木家具 半个 这套 家具 半个 万元 万元 红星 美凯龙 一家 家具店 陈小姐 指着 五件套 酸枝木 桌椅 不解 上周 接到 总公司 通知 店里 货品 价格调整 店员 解释 该店 全国 连锁 全国 销售处 接到 总公司 涨价 通知 酸枝木 黄花梨 紫檀 三大 传统 红木家具 价格 上调 铠恩 国际 多家 家具店 记者 发现 红木家具 标价 改动 这套 越南 黄花梨 三件套 太师椅 月份 万元 万元 老板 坦言 两个 商品 提价 记者 销售商 今年年初 印度 小叶 紫檀 越南 黄花梨 高档 红木 原材料 涨幅 超过 老挝 红酸枝 非洲 鸡翅木 中端 红木 原材料 涨幅 之间 稀缺性 人工成本 导致 涨价 问及 涨价 原因 零售商 生产商 不约而同 红木 原材料 稀缺性 涨价 主因 原材料 生长 周期 很长 制成 家具 升值 潜力 人群 盯上 收藏 契机 金陵 红木 家私厂 经理 王贵英 佛山 大涌 我国 红木家具 集散地 我市 绝大多数 红木家具 均产 自此 记者 连线 上大涌 名典 家具厂 该厂 负责人 原材料 上涨 镇上 家具厂 出厂价 上调 月份 越南 黄花梨 价格 中旬 进货 价格 负责人 红木 顶级 精品 海南 黄花梨 几近 绝迹 商家 自然 生长 海南 黄花梨 海南 黄花梨 粉末 饽饽 市面 售价 可达 公斤 重庆市 场上 越南 老挝 缅甸 黄花梨 国家 出口 政策 收紧 供应 减少 人工成本 上涨 红木家具 上涨 一大 推手 高档 家具 手工 成品 制成 时间 雕工 师傅 工资 翻了一番 价格上涨 影响 销售 前段时间 有人 红木家具 价格 暴跌 可能性 重庆 开设 红木家具 佛山人 王君 商家 最初 红木家具 标价 低价卖出 价格 暴跌 错觉 制成 红木家具 原材料 日益减少 供应 数量 有限 未来 高档 家具 价格 持续 走高 价格上涨 影响 销售 昨日 记者 卖场 随机 采访 一部分 顾客 涨得 离谱 购买 王君 告诉 记者 动则 十万 红木家具 家具 奢侈品 选购 家具 拥有 经济 实力 涨价 幅度 离谱 这部分 客源 依旧 流失 
16,家居,奢华 美式 风格 滑落 指尖 流年 组图 美国 家装 风格 迥异 其间 详细 划分 美国 装修 美国 
17,家居,感受 田园 花草 气息 卧室 感受 田园 花草 气息 卧室 变脸 方式 莫过于 更换 床品 床单 枕套 被套 枕套 换上 喜庆 暖色调 大红 金黄 粉红 淡紫 活跃 卧室 气氛 红色 缎面 床品 极具 中国 风格 刺绣 华丽 图案 集合 火热 情感 拥抱着 床头 一盏 球形 灯笼 透过 红色 玻璃 灿烂 温馨 灯泡 上滴 几滴 香水 花露水 开灯 散发 香味 
18,家居,办公室 风水 叶片 钞票 翩翩 叶片 钞票 翩翩 座位 一株 植物 记得 叶子 阔叶 绿型 植物 植物 财运 爬升 
19,家居,一种 整体 螺旋形 特征 室内空间 建筑 位于 捷克 郊区 斜坡 地面 室内设计 水平 倾斜 相互 交替 创造 一种 整体 螺旋形 特征 室内空间 定义 建筑 外立面 外立面 喜好 可爱 粉色 地面 做成 倾斜 功能性 目的 投资者 一座 小型 电影院 窗户 开口 破坏 外立面 每面 墙上 开口 
20,家居,拱形 凹槽 电视墙 如出一辙 卧室 书写 拱形 凹槽 电视墙 如出一辙 颜色 区分 
21,家居,深思 卫浴 产品 市场推广 发展 卫浴 行业 不断进步 提升 卫浴 产品 发展 卫浴 企业 不断进步 卫浴 发展 快捷 消费者 人生 肯定 后悔 新房子 喜悦 促销 小姐 几句 甜言蜜语 突破 理性 防线 四百多 马桶 不到 三个 先是 水阀 失灵 自动 关闭 下班 未进 家门 楼下 几个 邻居 拉拉扯扯 问责 打电话 经销商 维修部 说好 两天 夜里 只好 公厕 两个 马桶 排水阀 便水 漫出 马桶 捂着 鼻子 清理 干净 打电话 维修 维修 师傅 嘴里 嘟囔 不停 便器 抱怨声 难受 一个月 排水阀 水封 家里 臭气熏天 维修 师傅 块钱 上门 费才 交涉 未果 想想 几个 水费 三倍 一气 低档 马桶 砸碎 发誓 便宜货 经销商 两年 卫浴 占有 地段 老板 终于 成精 门前 品牌 卫浴 广告牌 厂家 广告费 吸引 肖老 先是 推荐 品牌 产品 客人 计价 还价 老板 神神秘秘 客户 后院 指着 仓库 说不清 低档 马桶 客人 介绍 品牌 产品 五折 优惠 装修 工资 品牌 企业 支付 质量 服务 保证 放心好了 三来 两往 客户 中招 遭遇 复制 粘贴 老板 品牌 马桶 百把 块钱 几个 房租 水电 工人工资 卫浴 企业 企业 董事长 说得好 老百姓 天天 用到 东西 质量 不想 听到 有人 指着 名字 企业 近几年 建成 国内 一流 试验室 央视 投入 广告 渠道 拓展 三级 市场 投资 一千多万 清洁 生产 达标 国内 销售 不长 国际 经济 形势 不佳 出口 销量 滑得 厉害 董事长 头痛 企业 不算 两窑 百来 企业 淘汰 设计 图纸 生产 一年 销售额 两千多万 销量 却是 十万多 销路 麻烦 工商 税务 质监 环保 用陶 花钱 打点 一笔 经销商 质量 顾客 退货 好多钱 有钱 开发新 产品 试验室 思考 卫浴 产业 滋润 大部分 消费者 企业 一肚子 苦水 市场监管 市场经济 流通 经济 质量 管理机构 管不住 源头 生产 企业 管不住 终端 销售 门店 一同 受罪 市场 话语权 品牌 企业 手中 市场 识别 产品 或者说 识别 产品 品牌 产品 广告 没用 消费者 切身利益 感受 产品 品牌 产品 产品质量 过硬 承诺 维修 产品 做个 市场 区隔 错过 哥本哈根 会议 自上而下 减排 工作 大势所趋 从根本上 卫浴 企业 肩负 减排 担子 产品 用水 效率 关乎 水资源 国家 设置 市场 门坎 企业 无论是 减排 陶土 资源 国家 地方 行业 内部 每位 陶瓷 员工 容忍 眼下 大部分 卫浴 回头 重温 政策 别错过 卫浴 企业 注重 卫浴 产品 推广 发展 建立 整体 推广 模式 不断进步 
